Category,Message
1,freemsgfav xmas tones!reply real
0,lil fever fine
0,think still car
0,not?
1,december only! mobile 11mths? entitled update latest colour camera mobile free! call mobile update co free 08002986906
0,yes princess! want catch big strong hand
0,oh yeah forgot u take 2 shopping
0,mm asked call radio
0,thinkin someone good drug
0,say slowly? godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls
0,enjoy shower possessiveness poured u ur loved one bcoz world lie golden gift loved truly
0,alright youre sure let know youre leaving
0,lasting much 2 hour might get lucky
0,genius whats brother pls send number skype
1,gr8 poly tone 4 mob direct 2u rply poly title 8007 eg poly breathe1 title crazyin sleepingwith finest ymca getzedcouk pobox365o4w45wq 300p
0,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b able join
0,dont forget owns who private property good boy always passionate kiss
1,interflora late order interflora flower christmas call 0800 505060 place order midnight tomorrow
0,oh godtaken teeth?is paining
1,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine
0,u ask darren go n pick u lor oso sian tmr haf 2 meet lect
0,need buy lunch eat maggi mee
1,congratulation thanks good friend u £2000 xmas prize 2 claim easy call 08712103738 now! 10p per minute btnationalrate
0,ok lor
0,oh right ok ill make sure load work day! got really nasty cough today dry n shot really help it!
0,wifehow knew time murder exactly
1,send logo 2 ur lover 2 name joined heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo! pobox36504w45wq txtno 4 ad 150p
0,howz person story
0,thanx 4 sending home
0,normally hot mail com see!
1,youve tkts euro2004 cup final £800 cash collect call 09058099801 b4190604 pobox 7876150ppm
0,u sick still go shopping?
0,ya well fine bbdpooja full pimpleseven become quite blackand ur rite cold wearing sweatter
0,nicenicehow working?
0,1 reach home call
0,trying find chinese food place around
0,easy mate guess quick drink bit ambitious
0,babe !!! miiiiiiissssssssss ! need !!! crave !!! geeee im sad without babe love
0,ok thanx
0,aathiwhere dear
0,tunji hows queen? wishing great day abiola
0,today iz yellow rose day u love frndship give 1 misscall amp send ur frndz amp see many miss call u get u get 6missed u marry ur lover
0,class hour sorry
0,wat time u finish ur lect today?
1,freemessage jamster!get crazy frog sound now! poly text mad1 real text mad2 88888 6 crazy sound 3 gbpweek! 16only! tc apply
0,sad story man last week bday wife didnt wish parent forgot n kid went work even colleague wish entered cabin pa said happy bday bos !! felt special askd 4 lunch lunch invited apartment went said u mind go bedroom minute ? ok sed sexy mood came 5 minuts latr wid caken wife parent kidz friend n colleague screaming surprise !! waiting sofa naked!
1,chance reality fantasy show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
0,shes fine good hear dear? happy new year oh
0,going wipro interview today?
0,tall princess?
0,doubt could handle 5 time per night case
0,haha hope hear receipt sound gd luck!
0,gonna death im gonna leave note say robs fault avenge
0,japanese proverb one u none itu must indian version one let none itleave it!! finally kerala version one stop none make strike
0,today im workin free oso gee thgt u workin ur frens shop ?
0,life face choice toss coin becoz settle question coin air u know heart hoping gudni8
0,know god created gap fingers? one made come amp fill gap holding hand love!
0,want kiss feel next
0,happy saying
1,adult 18 content video shortly
0,ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u! wot ?
0,im saying havent explicitly told nora know someone im probably gonna bother
0,say hi get as back south tampa preferably kegger
0,smith waste dai wanna gayle
0,mum ive sent many many message since got want know actually getting enjoy rest day
0,aight tomorrow around ltgt
0,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand?
1,chance reality fantasy show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
0,actually first time went bed long spoke woke 7 night?
0,see there!
0,dont understand message
0,crucify c told earlier
0,idk keep saying youre since moved keep butting head freedom v responsibility im tired much shit deal im barely keeping together get added
0,fuck cedar key fuck come anyway tho
0,twenty past five said train durham already coz reserved seat
1,hey boy want hot xxx pic sent direct 2 ur phone? txt porn 69855 24hrs free 50p per day stop text stopbcm sf wc1n3xx
0,u still painting ur wall?
1,last chance! claim ur £150 worth discount voucher today! text shop 85023 now! savamob offer mobile! c savamob pobox84 m263uz £300 sub 16
0,printer cool mean groovy wine groovying
0,hi harishs rent transfred ur acnt
0,anything lor coming?
0,cbe really good nowadayslot shop showroomscity shaping good
0,still attending da talks?
0,probs hon! u doinat mo?
0,k ill take care
0,take didnt phone callon friday assume wont year now?
0,battery low babe
0,shuhui bought ron present swatch watch
0,yeah there quite bit left ill swing tomorrow get
0,babe? said 2 hour almost 4 internet ?
0,k ill sure get noon see whats
0,kkyesterday cbe
0,went ganesh dress shop
1,pdatenow double min 1000 txts orange tariff latest motorola sonyericsson nokia bluetooth free! call mobileupd8 08000839402 call2optout!yhl
0,collecting ur laptop going configure da setting izzit?
0,r home come within 5 min
0,aight 8 latest probably closer 7 jay tyler two trips?
0,come aftr ltdecimalgt cleaning house
1,ur cashbalance currently 500 pound maximize ur cashin send cash 86688 150pmsg cc 08718720201 po box 11414 tcrw1
0,bill letter im expecting one orange isnt bill may still say orange
0,tell pa pain de
0,hi darlin hope nice night wish come cant wait see love fran p want dirty anal sex want 10 man gang bang
0,ha dont know either clever simple thing pear day perfect christmas
0,helloooo wake up! sweet morning welcome enjoy day full joy gud mrng
0,alrite
0,must sit around wait summer day celebrate magical sight world dressed white oooooh let snow
1,urgent! mobile number awarded £2000 prize guaranteed call 09058094454 land line claim 3030 valid 12hrs
0,guy go see movie side
0,sorryin meeting ill call later
0,didnt tell thatnow im thinking plus he going stop run
0,kindly send one flat ltdecimalgt today
1,sorry! u unsubscribe yet mob offer package min term 54 week pls resubmit request expiry reply themob help 4 info
0,nothing lor bit bored dun u go home early 2 sleep today
0,time tell friend around?
0,yes fine love safe
0,thanks chikku gud nyt
0,xy ur car u picking up?
0,thanx 4 time weve spent 2geva bin mint! ur baby want u!xxxx
0,yo way could pick something tonight?
0,ive sent send
0,fine simply sitting
0,thts god gift bird human hav natural gift frm god
0,coming day class
0,im done studyn library
0,ok u enjoy ur show
0,anything
0,wuld without baby? thought alone mite break dont wanna go crazy everyboy need lady xxxxxxxx
0,wats dear doing? sleeping ah?
0,hi test ltgt rd
0,2 student solved cat question xam 532 ltgt 924 ltgt 863 ltgt 725????? tell answer u r brilliant1thingi got answr
0,yo know anyone ltgt otherwise able buy liquor? guy flaked right dont get hold somebody 4 loko night
0,yup n fren lor im meeting fren 730
0,yeah got one lined u
0,stop wondering wow ever going stop tming ?! tm whenever want mine laugh
0,lol yep yesterday already got fireplace another icon sitting
0,hey ive booked pilate yoga lesson already haha
0,ok happen behave like
1,1 new message please call 08712400200
0,supervisor find 4 one lor thk student havent ask yet tell u aft ask
0,hello news job making wait fifth week! yeah im woozles weasel exeter still home 3
0,messageno responcewhat happend?
1,currently message awaiting collection collect message call 08718723815
0,hey babe sorry didnt get sooner gary come fix cause think know doesnt go far ptbo say cost ltgt buck dont know might cheaper find someone ? dont second hand machine right let know want babe
0,make 3! 4 fuck sake?! x
0,leave u always ignorant
0,nope ill b going 2 sch fri quite early lor co mys si got paper da morn
0,bruce b down amp fletcher
0,? said would woke
0,hey free call
0,tell who pls
1,urgent! mobile awarded £1500 bonus caller prize 27603 final attempt 2 contact u! call 08714714011
0,think might give miss teaching til twelve lecture two damn working thing
0,id check there like 1 bowl worth left
0,yes many sweet
0,would im still cozy exhausted last nightnobody went school work everything closed
1,u secret admirer reveal think u r special call 09065174042 opt reply reveal stop 150 per msg recd cust care 07821230901
0,buzzzz! grin buzz ass? buzz chest ? buzz cock ? keep phone ? vibrator ? feel shake ?
0,sir send group mail check
0,im da intro cover energy trend n pro n con brief description nuclear fusion n oso brief history iter n jet got abt 7 n half page
0,none!nowhere ikno doesdiscount!shitinnit
0,dont know jabo abi
1,ever notice youre driving anyone going slower idiot everyone driving faster maniac?
0,yet hadya sapna aunty manege yday hogidhechinnu full weak swalpa black agidhane
0,good baby?
0,neft transaction reference number ltgt r ltdecimalgt credited beneficiary account ltgt lttimegt ltgt
0,mostly sport typelyk footblcrckt
0,head dey swell oh thanks making day
0,u make fb list
0,height confidence aeronautics professor wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt 1 didnt move saidif made studentsthis wont even start datz confidence
0,sary need tim bollox hurt lot tol me!
0,happy new year princess!
0,ill text carlos let know hang
0,dont worry easy ingredients!
0,love u 2 little pocy bell sorry love u
0,ok omw castor?
0,yar lor keep raining non stop u wan 2 go elsewhere?
1,xmas offer! latest motorola sonyericsson nokia free bluetooth dvd! double min 1000 txt orange call mobileupd8 08000839402 call2optout4qf2
0,u mean u almost done? done wif sleeping? tot u going take nap yup send liao im picking ard 4 smth lor
0,7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sm 1st ur lovely friendship good morning dear
0,tonight? yeah id
0,eat fo lunch senor
0,said right giggle saw u again! would possibly first person2die nvq think much could for!
0,break time one come n get stuff fr ?
1,reply win £100 weekly! professional sport tiger wood play? send stop 87239 end service
0,im see cant see ? maybe reboot ym ? seen buzz
0,still grinder?
1,1 polyphonic tone 4 ur mob every week! txt pt2 87575 1st tone free ! get txtin tell ur friend 150ptone 16 reply hl 4info
0,love isnt decision feeling could decide love life would much simpler less magical
1,hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
0,ki didt see youkwhere now?
0,im list buyer
0,idea guess well work hour supposed leave since usual nobody interest figuring shit last second
0,mm entirely sure understood text hey ho weekend?
0,released vday shirt u put make bottom half naked instead white underwear
0,knowhe watching film computer
0,b4 thursday
0,oh phone phoned disconnected
0,id onluy matter getting offcampus
1,message free welcome new improved sex dogging club! unsubscribe service reply stop msgs150p 18only
0,excellent ill see riley plan
0,see half hour
1,youve tkts euro2004 cup final £800 cash collect call 09058099801 b4190604 pobox 7876150ppm
0,ew one them?
0,also hi wesley howve
0,ah see lingo let know wot earth finished making it!
1,loan purpose £500 £75000 homeowner tenant welcome previously refused? still help call free 0800 1956669 text back help
1,updatenow 12mths half price orange line rental 400minscall mobileupd8 08000839402 call2optoutj5q
0,imagine life without see fast u searching me?dont worry lm always disturb u goodnoon
0,hm good morning headache anyone?
0,yeah probs last night obviously catching speak soon
1,free unlimited hardcore porn direct 2 mobile txt porn 69200 get free access 24 hr chrgd50p per day txt stop 2exit msg free
0,might go 2 sch yar e salon v boring
0,ltgt min stop somewhere first
0,ltgt fast approaching wish u happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas ltgt good morning afternoon evening night rememberi first wishing u theseyours raj
0,one joy lifeis waking daywith thought somewheresomeone care enough tosend warm morning greeting
0,didnt get second half message
0,wat time u wan 2 meet later?
0,thank much selflessness love plenty
0,film ill call later
0,dare change ring
0,bad girl lady
0,love ya try budget money better babe gary would freak knew
0,part dont initiate dont understand
0,finished lunch already u wake already?
0,still game?
0,got tallent wasting
0,record one night?
0,also sir sent email log usc payment portal ill send another message explain thing back home great weekend
0,gonna let know co come bak holiday day coming dont4get2text number
0,jokin lar depends phone father get lor
0,aight lemme know whats
0,get ready ltgt inch pleasure
0,rajipls favour pls convey birthday wish nimya pls today birthday
0,ok feel like john lennon
0,co darren say considering mah ask
0,bothering trust answer pls
0,wishing family merry x ma happy new year advance
0,one day crab running sea shorethe wave came n cleared footprint crab crab asked frnd r u clearing beautiful footprints? wave replied fox following ur footprint catch you! thats cleared frndsship never let u dwn gud nyt
0,aight time want come up?
0,slaaaaave ! ? must summon time ? dont wish come anymore?
0,bill 3 £3365 thats bad!
0,let know change next 6hrs even appendix age range however impossible chill let know 6hrs
0,hello yeah ive got bath need hair ill come im done yeah?
0,hows weather there?
0,ok much though hm friday cant wait dunno wot hell im gonna another 3 weeks! become slob oh wait already done that!
0,die e toot fringe
0,lol dont know awesome phone could click delete right want
0,ok
0,awesome question cute answer someone asked boy ur life? smiled amp answered fine! gudnite
0,please leave topicsorry telling
0,pls send correct name da
0,happened yo date?
1,eastenders tv quiz flower dot compare to? violet e tulip f lily txt e f 84025 4 chance 2 win £100 cash wkent150p16
0,webpage available!
0,woke yeesh late didnt fall asleep til ltgt
1,unsubscribed service get ton sexy babe hunk straight phone! go httpgotbabescouk subscription
0,dear know ltgt th ltgt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team detail
0,kkfrom tomorrow onwards started ah?
0,u talking bout early morning? almost noon at!
0,fine remember
1,hi babe jordan r u? im home abroad lonely text back u wanna chat xxsp visionsmscom text stop stopcost 150p 08712400603
0,ok many buy
0,sound good keep posted
1,get brand new mobile phone agent mob! plus load goodies! info text mat 87021
0,ok april cant wait
0,boy best get yo as quick
0,ay wana meet sat? wkg sat?
0,im wait till 2 bus pick
0,apart one told yesterday?
0,ok lor buy wat?
0,somebody go andros steal ice
0,know didt msg recently
0,take u shopping mark distract isaiahd
0,mum hope great day hoping text meet well full life great day abiola
0,sense foot penis
0,okay thought expert
0,deep sigh miss really surprised havent gone net cafe yet get dont miss me?
0,ssi thinl role like sachinjust standing others hit
0,great trip india bring light everyone project everyone lucky see smile bye abiola
0,importantly discus u
0,kkhow training process?
0,ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat?
0,da car park
0,wish holding tightly making see important much mean much need life
0,asked hows anthony dad bf
0,wnevr wana fal luv vth book bed fals luv vth me! yen madodu nav pretsorginta nammanna pretsovru important alwa!! gud eveb
0,todaysundaysunday holidayso work
0,going take bath ill place key window
1,lord ringsreturn king store now!reply lotr 2 june 4 chance 2 win lotr soundtrack cd stdtxtrate reply stop end txts
0,dear take care reaching homelove u lot
0,staffsciencenusedusgphyhcmkteachingpc1323
0,emigrated something? ok maybe 530 bit hopeful
0,olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore
0,walked mom right stagwood pas right winterstone left victor hill address ltgt
0,yo jp hungry like mofo?
0,creepy crazy
0,ok din get ur msg
0,tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas
0,pathaya enketa maraikara pa
0,even friend priest call
0,u lousy run already come back half dead hee
0,thats said bad dat e gal know u wat u now?
0,remind hr
0,hoping would send message rent due dont enough reserve completely gone loan need hoping could balance ltgt way could get till mid march hope pay back
0,hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks
0,hello hun ru? way im good 2 date guy met walkabout far meet soon hows everyone else?
0,lol gonna last month cashed left ltgt case collecting week cause announced blog
1,good luck! draw take place 28th feb 06 good luck! removal send stop 87239 customer service 08708034412
0,short cute good person dont try prove gud mrng
0,havent decided yet eh ?
0,wat time liao still got
0,yes watching footie worried going blow phil neville?
0,wait 4 inside da car park
0,uncle abbey! happy new year abiola
0,free call pa
0,r u saying order slipper co pay returning
0,stop knowing well!
0,good evening! roger you?
0,small problem auctionpunj asking tiwary
1,free entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate tc apply 08452810073 detail 18
0,telling tell one treat hi hi hi
0,uncle atlanta wish guy great semester
1,1st wk free! gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 polys nokia150p poly200p 16
0,u coming 2 pick me?
0,thats cool liked photo sexy!
0,would u fuckin believe didnt know thurs pre booked cancelled again! need b sacked
0,haha better late ever way could swing by?
0,ok finish 6
1,lookatme! thanks purchase video clip lookatme! youve charged 35p think better? send video mmsto 32323
0,ive barred b q store life!?this twat orange dungerees came asked wanted decking? got first punch in!!
0,message food?
0,ok going sleep hope meet
0,wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem!!!
0,let know detail fri u find co im tom fri mentionned chinese thanks
0,youre right think
0,wat r u now?
0,ur lecture over?
1,sexy sexy cum text im wet warm ready porn! u fun? msg free recd msg 150p inc vat 2 cancel text stop
0,customer place call
0,planned yet going join company jan 5 onlydon know happen
0,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli 1 mutai eerulli kodthini! grl love u kano
0,haha heard text youre around
0,ill get tomorrow send
0,shit babe thasa bit messed upyeh shudvetold u urgran know?neway illspeak 2 u2moro wen im asleep
0,oh thats late! well good night give u call tomorrow iam going go sleep night night
0,cheer u tex mecause u werebored! yeah okden hunny r uin wk sat?sounds likeyour havin gr8fun j! keep updat countinlots loveme xxxxx
0,sorry meeting ill call later
0,yo! howz u? girl never rang india l
0,yeah worse
1,hard live 121 chat 60pmin choose girl connect live call 09094646899 now! cheap chat uk biggest live service vu bcm1896wc1n3xx
0,tagged friend seemed count friend
1,heard u4 call 4 rude chat private line 01223585334 cum wan 2c pic gettin shagged text pix 8552 2end send stop 8552 sam xxx
0,ok
0,long time remember today
0,havent shopping lor juz arrive
0,thank u better work cause feel used otherwise
0,challenge? know
0,much ur hdd casing cost
0,mystery solved! opened email he sent another batch! isnt sweetie
0,cant describe lucky im actually awake noon
1,2nd time tried contact u u £1450 prize claim call 09053750005 b4 310303 tcsstop sm 08718725756 140ppm
0,today sorry day! ever angry ever misbehaved hurt you? plz plz slap urself bcoz ur fault im basically good
0,cheer card time year already?
1,hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k
0,people see msg think iam addicted msging wrong bcoz dont know iam addicted sweet friends!! bslvyl
0,ugh hopefully asus ppl dont randomly reformat
0,havent seen facebook huh? lol!
0,mah b ill pick tomorrow
0,still otside leu come 2morrow maga
0,u still plumber tape wrench could borrow?
1,dear voucher holder claim week offer pc please go httpwwwetlpcoukreward tscs apply
0,vl bcum difficult
1,ur going 2 bahamas! callfreefone 08081560665 speak live operator claim either bahamas cruise of£2000 cash 18only opt txt x 07786200117
0,havent still waitin usual come back sch oredi?
0,meeting da call
0,k k watch film
0,cinema plus drink appeal tomo? fr thriller director like mac 830
0,size elephant tablet u shove um ur ass!!
0,many people seems special first sight remain special till last sight maintain till life end take cr da
0,parent kidz friend n colleague screaming surprise !! waiting sofa naked!
0,dunno juz askin co got card got 20 4 salon called hair sense tot da one cut ur hair
0,good morning pookie pie! lol hope didnt wake u
0,maybe woke fucking 3 wouldnt problem
0,happy birthday youdearwith lot loverakhesh nri
0,howz person story
1,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08712101358 now! 10p per min btnationalrate
0,x2 ltgt going get
0,hi neva worry bout da truth coz truth lead 2 ur heart least unique person like u deserve sleep tight morning
1,ur awarded city break could win £200 summer shopping spree every wk txt store 88039skilgmetscs087147403231winawk!age16£150perwksub
0,ur paper today e morn aft?
0,lick every drop ready use mouth well?
0,you! expect whenever text! hope go well tomo
0,great p diddy neighbor come toothpaste every morning
0,av new number wil u use oneta
0,poking man everyday teach canada abi! saying hi
0,7 lor change 2 suntec wat time u coming?
0,deam seeing online shop asked
0,curious cuz asked
0,nicenicehow working?
0,okay lor wah like def wont let u go haha say term conditions?
0,haha yup hopefully lose kg mon hip hop go orchard weigh
0,shes good r u working
0,oh yes ive little weather ive kind coccooning home
0,home also
0,phone weirdest auto correct
0,oops phone died didnt even know yeah like better
0,havent mu ask u 1st wat meet 4 lunch den u n meet already lor u wan 2 go ask da ge 1st confirm w asap?
0,said u mind go bedroom minute ? ok sed sexy mood came 5 minuts latr wid caken wife
0,oh yeahand hav great time newquaysend postcard !1 look girl im goneu know 1im talkin bout!xx
0,got divorce lol shes
0,whats ur pin?
0,babe got enough money pick bread milk ? ill give back get home ?
0,want snow freezing windy
1,urgent! trying contact u today draw show £2000 prize guaranteed call 09066358361 land line claim y87 valid 12hrs
0,come mahal bus stop ltdecimalgt
0,knowthis week im going tirunelvai da
0,baby! promise treat well! bet take good care
0,like hotel dusk game think solve puzzle area thing
1,thanks ringtone order reference number x29 mobile charged 450 tone arrive please call customer service 09065989180
0,hi love! go day? fuck morning woke dropped cell way stair seems alright phews miss !
0,well must pain catch
0,sorry da thangamits mistake
0,need coz never go
0,rose redred bloodblood heartheart u u send ti ur friend including u like u get back 1u r poor relation! 2u need 1 support 3u r frnd 2 many 4some1 luvs u 5 some1 praying god marry u try
0,wifehow knew time murder exactly
1,six chance win cash! 100 20000 pound txt csh11 send 87575 cost 150pday 6days 16 tsandcs apply reply hl 4 info
1,ur cashbalance currently 500 pound maximize ur cashin send collect 83600 150pmsg cc 08718720201 po box 11414 tcrw1
0,feel like dick keep sleeping text facebook message sup town?
0,plm come da way
0,guess want alone time could show watch
0,height recycling read twice people spend time earning money money spent spending time! good morning keep smiling
0,yup comin
0,yes princess toledo
0,aight text youre back mu ill swing need somebody get door
0,ron say fri leh n said ding tai feng cant make reservation said wait lor
0,good swimsuit allowed
0,okay soon best
0,cute thought friendship necessary share every secret ur close frnd watever u shared true
0,ok ive sent u da latest version da project
0,good morning dear great amp successful day
0,pls accept one day begging change number
0,squeeeeeze!! christmas hug u lik frndshp den hug back u get 3 u r cute 6 u r luvd 9 u r lucky none? people hate u
0,ok anybody asks abt u tel themp
0,funny fact nobody teach volcano 2 erupt tsunami 2 arise hurricane 2 sway aroundn 1 teach hw 2 choose wife natural disaster happens
0,gonna ring weekend wot?
0,also track lighter find
0,sorry cant help
0,babe need advice
0,ill leave around four ok?
0,come medical college 7pm forward da
0,kkits goodwhen going?
0,make lasagna vodka
0,hi kate u give ring asap xxx
0,people ? tour ? thought sofa thing sent ? curious sugar
0,told going got drunk!
0,fucking chickened messaged would late woould buzz didnt hear word
1,congratulations! thanks good friend u £2000 xmas prize 2 claim easy call 08718726978 now! 10p per minute btnationalrate
0,im always looking excuse city
0,yup im still coffee wif frens fren drove shell give lift
0,shore takin bus
0,u gonna get deus ex?
0,send email mind ltgt time per night?
1,44 7732584351 want new nokia 3510i colour phone deliveredtomorrow? 300 free minute mobile 100 free text free camcorder reply call 08000930705
0,tap spile seven pub gas st broad st canal ok?
0,ok come n pick u engin?
0,never wanted tell im short onedge late
0,raviyog peripheral bhayandar east
0,k actually guy meet sunoco howard? right way
1,1 new voicemail please call 08719181513
0,moon come color dream star make musical sm give warm peaceful sleep good night
0,finished eating got u plate leftover time
0,thanx lot
0,hurry home u big butt hang last caller u food done im starving dont ask cooked
0,lol right diet? everyday cheat anyway im meant fatty
0,great day beautiful one
0,happened interview?
0,solve case man found murdered ltdecimalgt ltgt afternoon 1his wife called police 2police questioned everyone 3wife siri sleeping murder took place 4cook cooking 5gardener picking vegetable 6housemaid went 2 post office 7children went 2 play 8neighbour went 2 marriage police arrested murderer immediately who it? reply reason u r brilliant
0,badrith chennaii surely pick usno competition
0,tot group mate lucky havent reply wat time need leave
0,hey around? ive got enough half ten owe
0,hey tmr maybe meet yck
0,alrite sam nic checkin ur numberso it?tb
0,making easy pay back ltgt yr say pay back earlier get?
0,worry im sure youll get
0,gas station like block away house youll drive right since armenia end swann take howard
1,someone u know asked dating service 2 contact you! cant guess who? call 09058097189 revealed pobox 6 ls15hb 150p
1,camera awarded sipix digital camera! call 09061221066 fromm landline delivery within 28 day
0,tuition 330 hm go 1120 1205 one? mind?
0,im smoking people use wylie smoke much justify ruining shit
0,dear good morning feeling dear
0,little med say take every 8 hour 5 pain back took another hope dont die
0,beautiful tomorrow never come come already today hunt beautiful tomorrow dont waste wonderful today goodmorning
0,dunno lei decide lor abt leona? oops tot ben going n msg
0,hi moved in2 pub would great 2 c u u cud come
1,today voda number ending 5226 selected receive ?350 award hava match please call 08712300220 quoting claim code 1131 standard rate app
1,message free welcome new improved sex dogging club! unsubscribe service reply stop msgs150p 18
0,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes! gmgngegn
0,ever easier
1,rct thnq adrian u text rgds vatian
0,stop calling everyone saying might cancer throat hurt talk cant answering everyones call get one call im babysitting monday
0,itll tough ill
0,im gonnamissu much!!i would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract!! luv yaxx
0,ee msg na poortiyagi odalebeku hanumanji 7 name 1hanuman 2bajarangabali 3maruti 4pavanaputra 5sankatmochan 6ramaduth 7mahaveer ee 7 name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri! maretare inde 1 dodda problum nalli siguviri idu matra ltgt true dont neglet
0,hi darlin finish 3 u 1 2 pick meet me? text back number luv kate xxx
0,set place heart mind mind easily forgets heart always remember wish happy valentine day!
0,im surprised still guess right lor
0,okie wan meet bishan? co bishan im driving today
0,oh ho first time u use type word
0,hi darlin work u get trouble? ijust talked mum morning! really good time last night im goin soon call u
0,know serving mean
0,huh hyde park mel ah opps got confused anyway tt e best choice den juz take
0,oh gei happend tron maybe ill dl 3d
1,free message activate 500 free text message replying message word free term condition visit www07781482378com
0,know girl always safe selfish know got pa thank good night
0,worry hope photo shoot went well spiffing fun workage
0,im freezing craving ice fml
0,kay since already
0,eh sorry leh din c ur msg sad already lar watching tv u still office?
0,yo im right yo work
0,ok darlin supose ok worry muchi film stuff mate babysit again! call therexx
0,said u mind go bedroom minute ? ok sed sexy mood came 5 minuts latr wid caken wife
0,wake since checked stuff saw true available space pls call embassy send mail
0,nope juz work
0,huh fast dat mean u havent finished painting?
0,number u live at? 11?
0,put party 7 day week study lightly think need draw custom checkboxes know hardcore
0,sac score big hundredhe set batsman
0,send yettys number pls
0,much cost approx per month
0,ok theory test? going book? think 21 may coz thought wanna go jiayin isnt free
1,contacted dating service someone know! find call land line 09050000928 pobox45w2tg150p
0,thats fine give call know want question
0,sorry got late start way
0,u go back urself lor
0,gas station go
0,k u bored come home
0,babe !!!! love !!!! cover face kiss
0,like made throw smoking friend car one time awesome
0,still checked da
0,go walmart ill stay
0,havent forgotten might couple buck send tomorrow k? love ya
0,oh great ill disturb talk
0,reverse cheating mathematics
0,ure welcome caught u using broken english
0,problem baby good time talk? called left message
0,sorry ill call later
0,oh it! brand?
0,sorry cant take call right happens r 2waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance
0,time coming
0,call say coming today ok tell fool like ok
0,emailed yifeng part oredi get fr
0,r u sure theyll understand that! wine good idea slurp!
0,minimum walk 3miles day
0,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema
0,brainless baby dolld vehicle sariyag drive madoke barolla
0,dont run away frm u walk slowly amp kill u dont care enough stop
1,sorry missed call let talk time im 07090201529
0,please attend phone
0,hate call didnt accept even single call mine even messaged
0,message phone im holding
0,im free
0,yo trip got postponed still stocked up?
0,sorry ill call later
0,waiting call sir
0,hey reply pa
0,hey elaine today meeting still on?
0,sorry ive gone place ill tomorrow really sorry
0,tiime dont let hug dont break tear
0,tomorrow going theatre come wherever u call tell come tomorrow
0,electricity went fml
0,look like found something smoke great job!
0,also andros ice etc etc
0,
0,good afternon love today? hope good maybe interview wake miss babe passionate kiss across sea
0,yup wun believe wat? u really neva c e msg sent shuhui?
0,hows watch resizing
0,dear umma called
0,finished missing plenty
1,complimentary 4 star ibiza holiday £10000 cash need urgent collection 09066364349 landline lose out! box434sk38wp150ppm18
0,well meant opposed drunken night
0,k must book huh? going yoga basic sunday?
1,free msgwe billed mobile number mistake shortcode 83332please call 08081263000 charge refundedthis call free bt landline
0,ok
0,oops mum somerset bit far! back tomo see soon x
0,u workin overtime nigpun?
0,kallis dismissial 2nd test
0,guess got screwd
1,please call 08712402972 immediately urgent message waiting
0,im meeting call later
0,r u cooking dinner?
0,ok thanx
0,bull plan go floating ikea without care world live mess another day
0,buy
1,urgent! mobile number awarded £2000 bonus caller prize call 09058095201 land line valid 12hrs
0,heehee funny tho
0,simple arithmetic percentage
0,yeah wouldnt leave hour least hows 4 sound?
1,valued customer pleased advise following recent review mob awarded £1500 bonus prize call 09066364589
0,thanks honey great day
0,amazing quote sometimes life difficult decide whats wrong!! lie brings smile truth brings tear
0,good night dear sleepwellamptake care
0,ask dad pick lar wan 2 stay 6 meh
0,jus chillaxin
0,hey da cool iknow 2 wellda peril studentfinancial crisis!spk 2 u l8r
